VCFG_Plate_ID,treatment.id,compared.to,Mahalanobis,mp.value
D16,Olmutinib (HM61713_ BI 1482694)_5uM,DMSO_0uM,4.027,0
D16,BMS-345541_0.5uM,DMSO_0uM,4.024,0
D12,GSK650394_0.5uM,DMSO_0uM,4.021,0
D03,SNS-032 (BMS-387032)_0.5uM,DMSO_0uM,4.007,0
D01,Gefitinib (ZD1839)_5uM,DMSO_0uM,3.993,0
D15,VPS34-IN1_0.5uM,DMSO_0uM,3.896,0
D08,SB415286_0.5uM,DMSO_0uM,3.859,0
D08,TAK-901_5uM,DMSO_0uM,3.816,0
D01,Imatinib Mesylate (STI571)_5uM,DMSO_0uM,3.812,0
D16,GDC-0349_0.5uM,DMSO_0uM,3.785,0
D10,BAY 11-7082_5uM,DMSO_0uM,3.769,0
D01,Motesanib Diphosphate (AMG-706)_5uM,DMSO_0uM,3.75,0
D12,CC-292 (AVL-292)_5uM,DMSO_0uM,3.74,0
D03,Brivanib Alaninate (BMS-582664)_5uM,DMSO_0uM,3.734,0
D08,AMG-900_0.5uM,DMSO_0uM,3.722,0
D16,LY2228820_0.5uM,DMSO_0uM,3.716,0
D01,PD184352 (CI-1040)_0.5uM,DMSO_0uM,3.673,0
D02,SB203580_0.5uM,DMSO_0uM,3.649,0
D14,GSK2578215A_0.5uM,DMSO_0uM,3.567,0
D12,BIO_5uM,DMSO_0uM,3.5,0
D13,HTH-01-015_0.5uM,DMSO_0uM,3.45,0
D15,TCS 359_5uM,DMSO_0uM,3.441,0
D08,TAK-901_0.5uM,DMSO_0uM,3.416,0
D03,CP-724714_0.5uM,DMSO_0uM,3.345,0
D03,GSK690693_5uM,DMSO_0uM,3.293,0
D09,Vistusertib (AZD2014)_5uM,DMSO_0uM,3.288,0
D12,BIO_0.5uM,DMSO_0uM,3.254,0
D08,AS-604850_5uM,DMSO_0uM,3.205,0
D16,APTSTAT3-9R_0.5uM,DMSO_0uM,3.205,0
D09,MK-5108 (VX-689)_5uM,DMSO_0uM,3.19,0
D16,ETP-46464_0.5uM,DMSO_0uM,3.142,0
D03,SNS-314 Mesylate_0.5uM,DMSO_0uM,3.118,0
D01,Tozasertib (VX-680_ MK-0457)_5uM,DMSO_0uM,3.106,0
D14,SU9516_5uM,DMSO_0uM,3.089,0
D16,Perifosine (KRX-0401)_0.5uM,DMSO_0uM,3.08,0
D14,IPA-3_0.5uM,DMSO_0uM,3.067,0
D15,ETC-1002_0.5uM,DMSO_0uM,3.045,0
D08,Ibrutinib (PCI-32765)_5uM,DMSO_0uM,3.028,0
D03,AT9283_0.5uM,DMSO_0uM,3.018,0
D01,Dovitinib (TKI-258_ CHIR-258)_0.5uM,DMSO_0uM,3.015,0
D15,AG-18_5uM,DMSO_0uM,3.011,0
D08,CH5132799_0.5uM,DMSO_0uM,2.995,0
D14,ANA-12_0.5uM,DMSO_0uM,2.959,0
D08,WYE-125132 (WYE-132)_0.5uM,DMSO_0uM,2.884,0
D04,BX-795_0.5uM,DMSO_0uM,2.87,0
D09,Fedratinib (SAR302503_ TG101348)_0.5uM,DMSO_0uM,2.845,0
D01,Afatinib (BIBW2992)_0.5uM,DMSO_0uM,2.841,0
D03,Danusertib (PHA-739358)_0.5uM,DMSO_0uM,2.771,0
D01,Ridaforolimus (Deforolimus_ MK-8669)_0.5uM,DMSO_0uM,2.759,0
D10,S-Ruxolitinib (INCB018424)_5uM,DMSO_0uM,2.72,0
D08,SB415286_5uM,DMSO_0uM,2.696,0
D10,ZM 323881 HCl_0.5uM,DMSO_0uM,2.695,0
D13,PD173955_0.5uM,DMSO_0uM,2.664,0
D10,Golvatinib (E7050)_0.5uM,DMSO_0uM,2.652,0
D10,GW441756_5uM,DMSO_0uM,2.635,0
D14,FIIN-2_0.5uM,DMSO_0uM,2.579,0
D07,CCT128930_0.5uM,DMSO_0uM,2.492,0
D14,Filgotinib (GLPG0634)_5uM,DMSO_0uM,2.439,0
D09,AZ 628_5uM,DMSO_0uM,2.406,0
D14,GSK2578215A_5uM,DMSO_0uM,2.352,0
D14,PF-431396_0.5uM,DMSO_0uM,2.334,0
D10,Tyrphostin AG 879_0.5uM,DMSO_0uM,4.545,0.141
D11,Cabozantinib malate (XL184)_0.5uM,DMSO_0uM,8.991,0.142
D11,Duvelisib (IPI-145_ INK1197)_0.5uM,DMSO_0uM,5.071,0.143
D07,A66_5uM,DMSO_0uM,2.797,0.143
D07,Quercetin_0.5uM,DMSO_0uM,1.78,0.143
D11,AZ20_0.5uM,DMSO_0uM,1.934,0.144
D07,Palomid 529 (P529)_0.5uM,DMSO_0uM,2.297,0.145
D14,GNF-5_0.5uM,DMSO_0uM,3.068,0.146
D11,SC-514_5uM,DMSO_0uM,2.068,0.146
D07,Buparlisib (BKM120_ NVP-BKM120)_0.5uM,DMSO_0uM,4.732,0.15
D04,CHIR-99021 (CT99021)_0.5uM,DMSO_0uM,2.52,0.15
D14,Ro-3306_0.5uM,DMSO_0uM,2.259,0.15
D15,TCS 359_0.5uM,DMSO_0uM,2.147,0.15
D10,TPCA-1_0.5uM,DMSO_0uM,3.616,0.151
D06,TWS119_5uM,DMSO_0uM,3.278,0.151
D08,PH-797804_0.5uM,DMSO_0uM,2.048,0.152
D06,AZ 960_0.5uM,DMSO_0uM,5.503,0.153
D14,IM-12_0.5uM,DMSO_0uM,3.016,0.153
D06,NVP-BHG712_0.5uM,DMSO_0uM,3.206,0.154
D04,Tivozanib (AV-951)_5uM,DMSO_0uM,10.099,0.155
D04,PD173074_0.5uM,DMSO_0uM,8.213,0.155
D04,WYE-354_5uM,DMSO_0uM,4.873,0.155
D10,GW5074_0.5uM,DMSO_0uM,2.538,0.155
D02,KU-55933 (ATM Kinase Inhibitor)_0.5uM,DMSO_0uM,2.131,0.155
D11,XL019_5uM,DMSO_0uM,12.368,0.156
D12,Skepinone-L_0.5uM,DMSO_0uM,3.545,0.156
D11,Fingolimod (FTY720) HCl_0.5uM,DMSO_0uM,3.13,0.156
D12,TIC10 Analogue_5uM,DMSO_0uM,3.09,0.156
D11,PP1_5uM,DMSO_0uM,5.619,0.157
D11,Binimetinib (MEK162_ ARRY-162_ ARRY-438162)_0.5uM,DMSO_0uM,4.568,0.157
D12,AZD1080_5uM,DMSO_0uM,3.052,0.157
D06,H 89 2HCl_0.5uM,DMSO_0uM,5.635,0.158
D07,Palomid 529 (P529)_5uM,DMSO_0uM,5.584,0.158
D10,TDZD-8_5uM,DMSO_0uM,2.729,0.158
D14,GNF-5_5uM,DMSO_0uM,2.529,0.158
D11,Tepotinib (EMD 1214063)_0.5uM,DMSO_0uM,8.002,0.159
D11,PP2_0.5uM,DMSO_0uM,4.049,0.159
D11,TAK-715_5uM,DMSO_0uM,3.649,0.159
D06,R406_0.5uM,DMSO_0uM,3.273,0.159
D10,TAE226 (NVP-TAE226)_0.5uM,DMSO_0uM,3,0.159
D06,Torkinib (PP242)_0.5uM,DMSO_0uM,2.51,0.159
D10,PF-477736_0.5uM,DMSO_0uM,2.51,0.159
D11,RN486_5uM,DMSO_0uM,2.279,0.159
D13,EHop-016_0.5uM,DMSO_0uM,2.231,0.159
D05,PIK-93_0.5uM,DMSO_0uM,1.924,0.159
D06,Sapitinib (AZD8931)_5uM,DMSO_0uM,3.746,0.16
D11,TAK-715_0.5uM,DMSO_0uM,9.936,0.161
D02,GSK1904529A_5uM,DMSO_0uM,3.826,0.161
D11,Duvelisib (IPI-145_ INK1197)_5uM,DMSO_0uM,3.604,0.161
D05,GSK429286A_5uM,DMSO_0uM,2.973,0.161
D04,TG100-115_5uM,DMSO_0uM,2.57,0.161
D12,PF-3758309_0.5uM,DMSO_0uM,2.478,0.161
D11,CGI1746_5uM,DMSO_0uM,1.581,0.161
D07,Honokiol_5uM,DMSO_0uM,4.568,0.162
D11,CGI1746_0.5uM,DMSO_0uM,4.379,0.162
D11,SC-514_0.5uM,DMSO_0uM,2.989,0.162
D07,TAK-733_0.5uM,DMSO_0uM,4.299,0.163
D04,Tivozanib (AV-951)_0.5uM,DMSO_0uM,2.777,0.163
D03,WZ3146_0.5uM,DMSO_0uM,2.671,0.163
D14,Bikinin_0.5uM,DMSO_0uM,2.356,0.163
D12,Losmapimod (GW856553X)_0.5uM,DMSO_0uM,2.236,0.163
D11,VX-702_0.5uM,DMSO_0uM,8.371,0.164
D11,Piceatannol_5uM,DMSO_0uM,4.669,0.164
D12,RKI-1447_0.5uM,DMSO_0uM,3.667,0.164
D01,BMS-536924_0.5uM,DMSO_0uM,2.74,0.164
D15,Tyrphostin AG 1296_5uM,DMSO_0uM,2.592,0.164
D10,GW5074_5uM,DMSO_0uM,2.399,0.164
D16,NSC 23766_0.5uM,DMSO_0uM,2.38,0.164
D04,JNJ-7706621_5uM,DMSO_0uM,7.087,0.165
D07,SB590885_5uM,DMSO_0uM,5.081,0.165
D11,PP1_0.5uM,DMSO_0uM,4.759,0.165
D11,RN486_0.5uM,DMSO_0uM,4.567,0.165
D05,BIX 02189_5uM,DMSO_0uM,3.267,0.165
D14,Bikinin_5uM,DMSO_0uM,2.735,0.165
D06,PIK-293_5uM,DMSO_0uM,2.475,0.165
D09,AZ 628_0.5uM,DMSO_0uM,2.059,0.165
D04,Pelitinib (EKB-569)_5uM,DMSO_0uM,11.995,0.166
D11,Tofacitinib (CP-690550) Citrate_0.5uM,DMSO_0uM,10.15,0.166
D02,Y-27632 2HCl_0.5uM,DMSO_0uM,3.523,0.166
D10,ZM 323881 HCl_5uM,DMSO_0uM,2.247,0.166
D11,MK-8745_5uM,DMSO_0uM,11.224,0.167
D11,CX-6258 HCl_0.5uM,DMSO_0uM,8.431,0.167
D06,Lapatinib_5uM,DMSO_0uM,5.408,0.167
D11,PD168393_0.5uM,DMSO_0uM,4.709,0.167
D07,CCT128930_5uM,DMSO_0uM,3.917,0.167
D10,BI-D1870_0.5uM,DMSO_0uM,2.716,0.167
D14,Ro-3306_5uM,DMSO_0uM,2.407,0.167
D16,BI-78D3_0.5uM,DMSO_0uM,2.223,0.167
D02,Vatalanib (PTK787) 2HCl_0.5uM,DMSO_0uM,3.705,0.168
D02,OSU-03012 (AR-12)_5uM,DMSO_0uM,3.313,0.168
D04,Ruxolitinib (INCB018424)_0.5uM,DMSO_0uM,2.737,0.168
D03,TGX-221_0.5uM,DMSO_0uM,2.433,0.168
D13,AZD2858_0.5uM,DMSO_0uM,2.398,0.168
D11,Pazopanib_0.5uM,DMSO_0uM,7.799,0.169
D11,CZC24832_5uM,DMSO_0uM,6.406,0.169
D02,U0126-EtOH_5uM,DMSO_0uM,2.524,0.169
D04,Ruxolitinib (INCB018424)_5uM,DMSO_0uM,2.382,0.169
D04,Amuvatinib (MP-470)_5uM,DMSO_0uM,2.365,0.169
D06,Mubritinib (TAK 165)_5uM,DMSO_0uM,10.426,0.17
D06,Gandotinib (LY2784544)_5uM,DMSO_0uM,6.522,0.17
D06,BMS-265246_5uM,DMSO_0uM,4.037,0.17
D05,PHA-793887_5uM,DMSO_0uM,3.657,0.17
D14,LFM-A13_5uM,DMSO_0uM,2.596,0.17
D02,LY294002_5uM,DMSO_0uM,2.308,0.17
D08,CAY10505_5uM,DMSO_0uM,1.96,0.17
D11,VS-5584 (SB2343)_0.5uM,DMSO_0uM,2.837,0.171
D11,Binimetinib (MEK162_ ARRY-162_ ARRY-438162)_5uM,DMSO_0uM,8.157,0.172
D15,PQ 401_0.5uM,DMSO_0uM,3.579,0.172
D12,10058-F4_0.5uM,DMSO_0uM,2.898,0.172
D11,Schisandrin B (Sch B)_5uM,DMSO_0uM,1.823,0.172
D05,BS-181 HCl_5uM,DMSO_0uM,4.942,0.173
D10,Alpelisib (BYL719)_0.5uM,DMSO_0uM,3.528,0.173
D07,Quercetin_5uM,DMSO_0uM,3.023,0.173
D03,Roscovitine (Seliciclib_CYC202)_5uM,DMSO_0uM,2.131,0.173
D04,BX-912_5uM,DMSO_0uM,7.551,0.174
D05,CP-673451_5uM,DMSO_0uM,5.84,0.174
D07,Fostamatinib (R788)_0.5uM,DMSO_0uM,4.63,0.174
D07,LY2603618_0.5uM,DMSO_0uM,3.644,0.174
D12,AZD1080_0.5uM,DMSO_0uM,3.081,0.174
D06,BMS-794833_0.5uM,DMSO_0uM,3.039,0.174
D04,Thiazovivin_5uM,DMSO_0uM,2.931,0.174
D07,Omipalisib (GSK2126458_ GSK458)_0.5uM,DMSO_0uM,2.315,0.174
D03,PD98059_0.5uM,DMSO_0uM,2.164,0.174
D07,Indirubin_0.5uM,DMSO_0uM,5.354,0.175
