VCFG_Plate_ID,treatment.id,compared.to,Mahalanobis,mp.value
D06,AZD1480_5uM,DMSO_0uM,9.649,0
D08,GSK1838705A_5uM,DMSO_0uM,9.64,0
D06,Lapatinib_5uM,DMSO_0uM,9.453,0
D01,Saracatinib (AZD0530)_5uM,DMSO_0uM,9.087,0
D16,Cobimetinib (GDC-0973_ RG7420)_5uM,DMSO_0uM,9.002,0
D13,Osimertinib (AZD9291)_5uM,DMSO_0uM,8.838,0
D03,CYC116_5uM,DMSO_0uM,8.768,0
D10,Tyrphostin 9_5uM,DMSO_0uM,8.702,0
D08,NVP-BSK805 2HCl_5uM,DMSO_0uM,8.537,0
D16,Cobimetinib (GDC-0973_ RG7420)_0.5uM,DMSO_0uM,8.438,0
D02,U0126-EtOH_5uM,DMSO_0uM,8.258,0
D03,Alisertib (MLN8237)_0.5uM,DMSO_0uM,8.206,0
D11,Binimetinib (MEK162_ ARRY-162_ ARRY-438162)_5uM,DMSO_0uM,8.137,0
D11,LY2090314_5uM,DMSO_0uM,8.134,0
D09,MK-5108 (VX-689)_5uM,DMSO_0uM,8.063,0
D06,Torkinib (PP242)_0.5uM,DMSO_0uM,7.969,0
D07,Buparlisib (BKM120_ NVP-BKM120)_0.5uM,DMSO_0uM,7.841,0
D05,AEE788 (NVP-AEE788)_5uM,DMSO_0uM,7.835,0
D07,Indirubin_5uM,DMSO_0uM,7.806,0
D06,Tie2 kinase inhibitor_0.5uM,DMSO_0uM,7.747,0
D01,Dasatinib_5uM,DMSO_0uM,7.732,0
D06,AZD8330_5uM,DMSO_0uM,7.459,0
D11,TAK-715_0.5uM,DMSO_0uM,7.382,0
D06,Gandotinib (LY2784544)_5uM,DMSO_0uM,7.354,0
D07,Asiatic Acid_5uM,DMSO_0uM,7.351,0
D08,Crenolanib (CP-868596)_5uM,DMSO_0uM,7.336,0
D03,Triciribine_5uM,DMSO_0uM,7.298,0
D02,MK-2206 2HCl_0.5uM,DMSO_0uM,7.277,0
D09,BGT226 (NVP-BGT226)_0.5uM,DMSO_0uM,7.147,0
D10,SAR131675_5uM,DMSO_0uM,7.034,0
D06,Torkinib (PP242)_5uM,DMSO_0uM,7.013,0
D06,Mubritinib (TAK 165)_0.5uM,DMSO_0uM,6.968,0
D07,Quercetin_5uM,DMSO_0uM,6.961,0
D07,Momelotinib (CYT387)_5uM,DMSO_0uM,6.85,0
D09,Varlitinib_5uM,DMSO_0uM,6.793,0
D06,Sapitinib (AZD8931)_0.5uM,DMSO_0uM,6.788,0
D16,LY3023414_5uM,DMSO_0uM,6.726,0
D05,Pimasertib (AS-703026)_5uM,DMSO_0uM,6.567,0
D04,YM201636_5uM,DMSO_0uM,6.37,0
D04,ENMD-2076_5uM,DMSO_0uM,6.361,0
D03,Danusertib (PHA-739358)_0.5uM,DMSO_0uM,6.304,0
D06,PF-573228_5uM,DMSO_0uM,6.24,0
D05,PHA-793887_5uM,DMSO_0uM,6.178,0
D05,PD318088_5uM,DMSO_0uM,6.172,0
D01,Ridaforolimus (Deforolimus_ MK-8669)_0.5uM,DMSO_0uM,6.12,0
D09,INK 128 (MLN0128)_5uM,DMSO_0uM,6.098,0
D06,KW-2449_5uM,DMSO_0uM,6.048,0
D07,Chrysophanic Acid_5uM,DMSO_0uM,6.008,0
D09,Dovitinib (TKI-258) Dilactic Acid_5uM,DMSO_0uM,5.948,0
D16,AMG 337_5uM,DMSO_0uM,5.947,0
D08,AS-604850_5uM,DMSO_0uM,5.939,0
D04,TG100-115_5uM,DMSO_0uM,5.843,0
D03,Foretinib (GSK1363089)_0.5uM,DMSO_0uM,5.602,0
D10,Alpelisib (BYL719)_5uM,DMSO_0uM,5.535,0
D08,AMG-900_0.5uM,DMSO_0uM,5.499,0
D03,Cabozantinib (XL184_ BMS-907351)_5uM,DMSO_0uM,5.494,0
D08,Apitolisib (GDC-0980_ RG7422)_0.5uM,DMSO_0uM,5.493,0
D07,Omipalisib (GSK2126458_ GSK458)_0.5uM,DMSO_0uM,5.485,0
D08,WYE-125132 (WYE-132)_0.5uM,DMSO_0uM,5.421,0
D04,WYE-354_5uM,DMSO_0uM,5.418,0
D08,A-769662_0.5uM,DMSO_0uM,5.376,0
D07,A66_5uM,DMSO_0uM,5.374,0
D03,AT9283_0.5uM,DMSO_0uM,5.363,0
D08,Dacomitinib (PF299804_ PF299)_0.5uM,DMSO_0uM,5.29,0
D02,Crizotinib (PF-02341066)_0.5uM,DMSO_0uM,5.266,0
D07,Idelalisib (CAL-101_ GS-1101)_5uM,DMSO_0uM,5.21,0
D07,Daphnetin_5uM,DMSO_0uM,5.034,0
D07,OSI-027_5uM,DMSO_0uM,4.959,0
D14,D 4476_0.5uM,DMSO_0uM,4.901,0
D08,PH-797804_0.5uM,DMSO_0uM,4.894,0
D11,SC-514_5uM,DMSO_0uM,4.893,0
D05,AZD8055_5uM,DMSO_0uM,4.888,0
D08,CAY10505_0.5uM,DMSO_0uM,4.88,0
D02,AC480 (BMS-599626)_0.5uM,DMSO_0uM,4.871,0
D02,PHA-665752_0.5uM,DMSO_0uM,4.802,0
D03,SNS-032 (BMS-387032)_0.5uM,DMSO_0uM,4.776,0
D07,TAK-733_0.5uM,DMSO_0uM,4.77,0
D08,AS-604850_0.5uM,DMSO_0uM,4.76,0
D11,MK-8745_5uM,DMSO_0uM,4.75,0
D03,AG-490 (Tyrphostin B42)_5uM,DMSO_0uM,4.696,0
D08,ZM 336372_5uM,DMSO_0uM,4.694,0
D03,Everolimus (RAD001)_5uM,DMSO_0uM,4.682,0
D13,KN-62_5uM,DMSO_0uM,4.672,0
D14,FIIN-2_5uM,DMSO_0uM,4.65,0
D13,Rociletinib (CO-1686_ AVL-301)_5uM,DMSO_0uM,4.602,0
D10,SAR131675_0.5uM,DMSO_0uM,4.516,0
D07,Degrasyn (WP1130)_5uM,DMSO_0uM,4.49,0
D13,CNX-774_0.5uM,DMSO_0uM,4.42,0
D07,Phenformin HCl_0.5uM,DMSO_0uM,4.348,0
D11,Pazopanib_0.5uM,DMSO_0uM,4.285,0
D06,Fasudil (HA-1077) HCl_5uM,DMSO_0uM,4.269,0
D12,GSK650394_5uM,DMSO_0uM,4.261,0
D08,WAY-600_0.5uM,DMSO_0uM,4.199,0
D06,TWS119_5uM,DMSO_0uM,4.185,0
D03,Barasertib (AZD1152-HQPA)_0.5uM,DMSO_0uM,4.165,0
D08,PH-797804_5uM,DMSO_0uM,4.153,0
D06,RAF265 (CHIR-265)_5uM,DMSO_0uM,4.143,0
D03,SNS-314 Mesylate_0.5uM,DMSO_0uM,4.099,0
D15,LJI308_0.5uM,DMSO_0uM,4.08,0
D03,JNJ-38877605_5uM,DMSO_0uM,4.041,0
D06,BMS-794833_5uM,DMSO_0uM,4.021,0
D01,Sunitinib Malate_5uM,DMSO_0uM,4.014,0
D11,Pazopanib_5uM,DMSO_0uM,4.013,0
D11,PP1_5uM,DMSO_0uM,3.98,0
D09,Ipatasertib (GDC-0068)_5uM,DMSO_0uM,3.868,0
D09,Vistusertib (AZD2014)_5uM,DMSO_0uM,3.867,0
D10,IMD 0354_0.5uM,DMSO_0uM,3.866,0
D06,AST-1306_0.5uM,DMSO_0uM,3.811,0
D07,Palomid 529 (P529)_5uM,DMSO_0uM,3.803,0
D03,PLX-4720_5uM,DMSO_0uM,3.796,0
D03,Foretinib (GSK1363089)_5uM,DMSO_0uM,3.74,0
D12,CGK 733_5uM,DMSO_0uM,3.706,0
D06,NVP-BHG712_5uM,DMSO_0uM,3.68,0
D11,SC-514_0.5uM,DMSO_0uM,3.665,0
D03,Everolimus (RAD001)_0.5uM,DMSO_0uM,3.614,0
D07,Telatinib_0.5uM,DMSO_0uM,3.586,0
D10,GNF-2_5uM,DMSO_0uM,3.546,0
D11,Tofacitinib (CP-690550) Citrate_0.5uM,DMSO_0uM,3.546,0
D08,Trametinib (GSK1120212)_0.5uM,DMSO_0uM,3.469,0
D03,SNS-314 Mesylate_5uM,DMSO_0uM,3.449,0
D03,CYC116_0.5uM,DMSO_0uM,3.436,0
D16,APTSTAT3-9R_5uM,DMSO_0uM,3.415,0
D07,Indirubin_0.5uM,DMSO_0uM,3.407,0
D08,ZM 336372_0.5uM,DMSO_0uM,3.398,0
D13,CNX-774_5uM,DMSO_0uM,3.395,0
D07,Momelotinib (CYT387)_0.5uM,DMSO_0uM,3.331,0
D09,CHIR-98014_0.5uM,DMSO_0uM,3.285,0
D06,PIK-293_0.5uM,DMSO_0uM,3.281,0
D05,PIK-93_5uM,DMSO_0uM,3.264,0
D06,PIK-293_5uM,DMSO_0uM,3.232,0
D06,Tie2 kinase inhibitor_5uM,DMSO_0uM,3.21,0
D11,Tofacitinib (CP-690550) Citrate_5uM,DMSO_0uM,3.154,0
D10,Golvatinib (E7050)_0.5uM,DMSO_0uM,3.145,0
D06,Doramapimod (BIRB 796)_5uM,DMSO_0uM,3.01,0
D08,AG-1478 (Tyrphostin AG-1478)_5uM,DMSO_0uM,2.995,0
D09,CHIR-98014_5uM,DMSO_0uM,2.899,0
D07,Telatinib_5uM,DMSO_0uM,2.855,0
D08,R547_0.5uM,DMSO_0uM,2.845,0
D08,AS-252424_0.5uM,DMSO_0uM,2.803,0
D07,Phenformin HCl_5uM,DMSO_0uM,2.708,0
D13,XMD8-92_5uM,DMSO_0uM,2.7,0
D11,Cabozantinib malate (XL184)_0.5uM,DMSO_0uM,2.656,0
D08,TG101209_0.5uM,DMSO_0uM,2.579,0
D07,PIK-294_0.5uM,DMSO_0uM,2.467,0
D15,AMG319_0.5uM,DMSO_0uM,4.24,0.137
D10,TPCA-1_5uM,DMSO_0uM,2.418,0.141
D10,Tyrphostin 9_0.5uM,DMSO_0uM,2.772,0.143
D10,BI-D1870_5uM,DMSO_0uM,2.078,0.143
D05,Pimasertib (AS-703026)_0.5uM,DMSO_0uM,3.353,0.144
D05,GSK429286A_5uM,DMSO_0uM,2.61,0.144
D10,ZM 323881 HCl_0.5uM,DMSO_0uM,2.088,0.144
D12,AZD1080_5uM,DMSO_0uM,4.038,0.145
D12,CC-292 (AVL-292)_0.5uM,DMSO_0uM,3.353,0.145
D08,SB415286_5uM,DMSO_0uM,2.653,0.146
D15,CC-223_0.5uM,DMSO_0uM,4.161,0.147
D01,Lapatinib (GW-572016) Ditosylate_5uM,DMSO_0uM,3.853,0.15
D02,GSK1904529A_5uM,DMSO_0uM,3.825,0.151
D04,KU-0063794_5uM,DMSO_0uM,2.414,0.151
D03,PD98059_0.5uM,DMSO_0uM,2.367,0.151
D14,LDN-214117_0.5uM,DMSO_0uM,2.339,0.151
D05,Voxtalisib (SAR245409_ XL765) Analogue_0.5uM,DMSO_0uM,2.712,0.152
D07,Apatinib_5uM,DMSO_0uM,2.291,0.152
D01,Afatinib (BIBW2992)_0.5uM,DMSO_0uM,2.726,0.153
D07,SB590885_0.5uM,DMSO_0uM,2.088,0.153
D01,Nilotinib (AMN-107)_0.5uM,DMSO_0uM,2.956,0.154
D12,RKI-1447_0.5uM,DMSO_0uM,2.814,0.154
D11,PP2_5uM,DMSO_0uM,2.499,0.154
D13,KN-93 Phosphate_5uM,DMSO_0uM,2.268,0.154
D04,Amuvatinib (MP-470)_0.5uM,DMSO_0uM,3.805,0.155
D16,Pacritinib (SB1518)_0.5uM,DMSO_0uM,2.977,0.155
D15,DASA-58_5uM,DMSO_0uM,3.881,0.156
D13,AZD2858_5uM,DMSO_0uM,3.369,0.156
D14,IPA-3_0.5uM,DMSO_0uM,2.675,0.156
D11,VX-702_0.5uM,DMSO_0uM,2.391,0.156
D10,S-Ruxolitinib (INCB018424)_5uM,DMSO_0uM,2.131,0.156
D01,Selumetinib (AZD6244)_0.5uM,DMSO_0uM,2.017,0.156
D10,GW5074_0.5uM,DMSO_0uM,1.859,0.156
D12,MLN2480_0.5uM,DMSO_0uM,3.132,0.157
D08,Flavopiridol HCl_0.5uM,DMSO_0uM,3.108,0.157
D03,Regorafenib (BAY 73-4506)_0.5uM,DMSO_0uM,2.585,0.157
D06,AZ 960_5uM,DMSO_0uM,4.127,0.158
D15,GSK2292767_0.5uM,DMSO_0uM,3.484,0.158
D16,Miltefosine_5uM,DMSO_0uM,2.958,0.158
D14,ANA-12_5uM,DMSO_0uM,2.608,0.158
D15,CC-223_5uM,DMSO_0uM,2.455,0.158
D07,CCT128930_0.5uM,DMSO_0uM,2.195,0.158
D15,Ulixertinib (BVD-523_ VRT752271)_5uM,DMSO_0uM,4.431,0.159
D01,PD0325901_5uM,DMSO_0uM,3.219,0.159
D15,PLX7904_5uM,DMSO_0uM,3.049,0.159
D14,Filgotinib (GLPG0634)_0.5uM,DMSO_0uM,4.678,0.16
D15,Entrectinib (RXDX-101)_0.5uM,DMSO_0uM,3.299,0.16
D06,H 89 2HCl_5uM,DMSO_0uM,2.38,0.16
D07,Apatinib_0.5uM,DMSO_0uM,2.251,0.16
D16,Miltefosine_0.5uM,DMSO_0uM,5.145,0.161
D11,Binimetinib (MEK162_ ARRY-162_ ARRY-438162)_0.5uM,DMSO_0uM,2.564,0.161
D11,Cabozantinib malate (XL184)_5uM,DMSO_0uM,4.135,0.162
D04,Ki8751_5uM,DMSO_0uM,3.551,0.162
D11,LY2090314_0.5uM,DMSO_0uM,2.558,0.162
D11,PD168393_5uM,DMSO_0uM,8.234,0.163
D15,AZD3759_5uM,DMSO_0uM,5.955,0.163
D11,CX-6258 HCl_0.5uM,DMSO_0uM,4.015,0.163
D16,Dorsomorphin 2HCl_5uM,DMSO_0uM,2.954,0.163
D01,BMS-536924_0.5uM,DMSO_0uM,2.085,0.163
D14,GSK2578215A_0.5uM,DMSO_0uM,3.332,0.164
D07,Chrysophanic Acid_0.5uM,DMSO_0uM,2.444,0.164
D10,TAE226 (NVP-TAE226)_0.5uM,DMSO_0uM,2.33,0.164
D12,TIC10 Analogue_0.5uM,DMSO_0uM,4.044,0.165
D09,Fedratinib (SAR302503_ TG101348)_5uM,DMSO_0uM,3.033,0.165
D15,Akti-1/2_0.5uM,DMSO_0uM,2.818,0.165
D13,Uprosertib (GSK2141795)_5uM,DMSO_0uM,2.678,0.165
D12,10058-F4_0.5uM,DMSO_0uM,2.634,0.165
D14,AT13148_5uM,DMSO_0uM,2.606,0.165
D12,CC-292 (AVL-292)_5uM,DMSO_0uM,2.283,0.165
D07,AZD5438_0.5uM,DMSO_0uM,2.157,0.165
D07,Daphnetin_0.5uM,DMSO_0uM,1.96,0.165
D06,Fasudil (HA-1077) HCl_0.5uM,DMSO_0uM,2.765,0.166
D10,TPCA-1_0.5uM,DMSO_0uM,2.693,0.166
D10,Tideglusib_0.5uM,DMSO_0uM,2.509,0.166
D07,Honokiol_0.5uM,DMSO_0uM,2.038,0.166
D15,AZD5363_5uM,DMSO_0uM,2.686,0.167
D11,JNK-IN-8_5uM,DMSO_0uM,3.754,0.168
D01,Ridaforolimus (Deforolimus_ MK-8669)_5uM,DMSO_0uM,2.679,0.168
D04,BX-795_5uM,DMSO_0uM,4.475,0.169
D12,Bisindolylmaleimide I (GF109203X)_5uM,DMSO_0uM,3.594,0.169
D03,GSK690693_5uM,DMSO_0uM,2.203,0.169
D15,Ulixertinib (BVD-523_ VRT752271)_0.5uM,DMSO_0uM,2.891,0.17
D12,VE-822_0.5uM,DMSO_0uM,2.322,0.17
D11,Duvelisib (IPI-145_ INK1197)_5uM,DMSO_0uM,2.226,0.17
D06,H 89 2HCl_0.5uM,DMSO_0uM,2.72,0.172
D01,Tozasertib (VX-680_ MK-0457)_5uM,DMSO_0uM,6.926,0.173
D15,LJI308_5uM,DMSO_0uM,4.09,0.173
D16,BI-78D3_0.5uM,DMSO_0uM,3.258,0.173
D06,Lapatinib_0.5uM,DMSO_0uM,3.199,0.173
D05,Quizartinib (AC220)_5uM,DMSO_0uM,2.989,0.173
D12,CGK 733_0.5uM,DMSO_0uM,2.357,0.173
D05,AZD6482_5uM,DMSO_0uM,2.586,0.174
D12,TIC10 Analogue_5uM,DMSO_0uM,3.024,0.175
D15,GSK2292767_5uM,DMSO_0uM,4.409,0.176
D08,TAK-901_0.5uM,DMSO_0uM,2.832,0.176
D12,AZD3463_0.5uM,DMSO_0uM,2.942,0.177
D02,Pictilisib (GDC-0941)_0.5uM,DMSO_0uM,2.807,0.177
D01,Pazopanib HCl (GW786034 HCl)_5uM,DMSO_0uM,2.18,0.177
D01,Dovitinib (TKI-258_ CHIR-258)_0.5uM,DMSO_0uM,2.122,0.177
D05,BIX 02189_5uM,DMSO_0uM,2.524,0.178
D02,Vatalanib (PTK787) 2HCl_5uM,DMSO_0uM,4.022,0.179
D04,JNJ-7706621_0.5uM,DMSO_0uM,2.441,0.179
D12,NU6027_5uM,DMSO_0uM,2.986,0.18
D12,GZD824 Dimesylate_5uM,DMSO_0uM,3.138,0.181
D13,Uprosertib (GSK2141795)_0.5uM,DMSO_0uM,2.044,0.182
D15,ONO-4059 analogue_0.5uM,DMSO_0uM,2.751,0.183
D08,AMG-900_5uM,DMSO_0uM,2.016,0.183
D06,PF-573228_0.5uM,DMSO_0uM,2.884,0.184
D01,PI-103_5uM,DMSO_0uM,2.438,0.184
D09,CEP-33779_5uM,DMSO_0uM,3.337,0.186
D15,ZM 39923 HCl_5uM,DMSO_0uM,3.096,0.186
D10,WHI-P154_0.5uM,DMSO_0uM,2.325,0.187
D12,Losmapimod (GW856553X)_0.5uM,DMSO_0uM,2.863,0.188
D03,PLX-4720_0.5uM,DMSO_0uM,2.452,0.188
D07,Idelalisib (CAL-101_ GS-1101)_0.5uM,DMSO_0uM,1.81,0.188
D01,Rapamycin (Sirolimus)_0.5uM,DMSO_0uM,4.174,0.189
D01,PD184352 (CI-1040)_5uM,DMSO_0uM,3.326,0.191
D12,10058-F4_5uM,DMSO_0uM,3.071,0.192
D08,GSK1838705A_0.5uM,DMSO_0uM,2.327,0.192
D12,GSK2334470_0.5uM,DMSO_0uM,2.12,0.193
D15,LJH685_0.5uM,DMSO_0uM,2.131,0.204
D12,Bisindolylmaleimide I (GF109203X)_0.5uM,DMSO_0uM,2.058,0.3
D16,Perifosine (KRX-0401)_5uM,DMSO_0uM,1.734,0.303
D14,AT13148_0.5uM,DMSO_0uM,1.666,0.304
D11,VX-702_5uM,DMSO_0uM,1.889,0.307
D06,PF-4708671_0.5uM,DMSO_0uM,2.556,0.308
D14,WH-4-023_0.5uM,DMSO_0uM,1.517,0.311
D05,Voxtalisib (SAR245409_ XL765) Analogue_5uM,DMSO_0uM,2.134,0.312
D01,Dasatinib_0.5uM,DMSO_0uM,2.108,0.312
D05,KRN 633_0.5uM,DMSO_0uM,2.145,0.313
D14,Decernotinib (VX-509)_0.5uM,DMSO_0uM,1.792,0.313
D04,CUDC-101_0.5uM,DMSO_0uM,1.604,0.314
D16,GDC-0349_0.5uM,DMSO_0uM,2.891,0.316
D15,GSK2636771_0.5uM,DMSO_0uM,2.038,0.316
D13,LDC000067_0.5uM,DMSO_0uM,1.81,0.316
D04,PHA-680632_0.5uM,DMSO_0uM,2.824,0.317
D14,IPA-3_5uM,DMSO_0uM,1.469,0.317
D14,LFM-A13_0.5uM,DMSO_0uM,1.479,0.318
D05,AT7867_0.5uM,DMSO_0uM,1.466,0.318
D14,SB239063_5uM,DMSO_0uM,1.97,0.319
D16,Oclacitinib_0.5uM,DMSO_0uM,1.739,0.319
D10,Semaxanib (SU5416)_5uM,DMSO_0uM,2.368,0.32
D15,Purvalanol A_5uM,DMSO_0uM,1.322,0.32
D06,AICAR (Acadesine)_0.5uM,DMSO_0uM,2.135,0.321
D05,PHA-793887_0.5uM,DMSO_0uM,2.034,0.321
D07,PIK-294_5uM,DMSO_0uM,1.823,0.321
D14,AZD6738_0.5uM,DMSO_0uM,1.734,0.322
D11,AZD2932_5uM,DMSO_0uM,2.486,0.323
D05,PD318088_0.5uM,DMSO_0uM,2.432,0.324
D09,Tofacitinib (CP-690550_Tasocitinib)_5uM,DMSO_0uM,2.237,0.324
D13,GNE-0877_0.5uM,DMSO_0uM,1.774,0.325
D14,LDN-214117_5uM,DMSO_0uM,2.047,0.326
D06,BMS-794833_0.5uM,DMSO_0uM,2.029,0.326
D16,NSC 23766_5uM,DMSO_0uM,1.748,0.326
D14,Bikinin_0.5uM,DMSO_0uM,1.465,0.326
